model,temperature,source_en,reference_fr,hypothesis,BLEU,ROUGE-1,ROUGE-L
Ollama llama3.2,0.0,"Antidepressants should not be used for treating depression in children and are not the first line of treatment in adolescents, among whom they should be used with extra caution.","Les antidépresseurs ne doivent pas être utilisés pour traiter la dépression chez l’enfant et ne sont pas non plus à prescrire en première intention aux adolescents, chez qui ils doivent être utilisés avec une très grande prudence.","Les antidépresseurs ne devraient pas être utilisés pour traiter la dépression chez les enfants et ne sont pas la première ligne de traitement chez les adolescents, dont ils doivent être utilisés avec prudence supplémentaire.",38.29493337336551,72.28915662650604,69.87951807228916
Ollama llama3.2,0.2,"Antidepressants should not be used for treating depression in children and are not the first line of treatment in adolescents, among whom they should be used with extra caution.","Les antidépresseurs ne doivent pas être utilisés pour traiter la dépression chez l’enfant et ne sont pas non plus à prescrire en première intention aux adolescents, chez qui ils doivent être utilisés avec une très grande prudence.","Les antidépresseurs ne devraient pas être utilisés pour traiter la dépression chez les enfants et ne sont pas la première ligne de traitement chez les adolescents, dont ils doivent être utilisés avec prudence supplémentaire.",38.29493337336551,72.28915662650604,69.87951807228916
Ollama llama3.2,0.5,"Antidepressants should not be used for treating depression in children and are not the first line of treatment in adolescents, among whom they should be used with extra caution.","Les antidépresseurs ne doivent pas être utilisés pour traiter la dépression chez l’enfant et ne sont pas non plus à prescrire en première intention aux adolescents, chez qui ils doivent être utilisés avec une très grande prudence.","Les antidepresseurs ne devraient pas être utilisés pour traiter la dépression chez les enfants et ne constituent pas la première ligne de traitement chez les adolescents, dans lesquels ils doivent être utilisés avec plus de prudence.",32.53376908456847,67.46987951807229,62.650602409638545
Ollama llama3.2,0.8,"Antidepressants should not be used for treating depression in children and are not the first line of treatment in adolescents, among whom they should be used with extra caution.","Les antidépresseurs ne doivent pas être utilisés pour traiter la dépression chez l’enfant et ne sont pas non plus à prescrire en première intention aux adolescents, chez qui ils doivent être utilisés avec une très grande prudence.","Les antidépresseurs ne devraient pas être utilisés pour traiter la dépression chez les enfants et ne sont pas dans la première ligne de traitement chez les adolescents, entre lesquels ils devraient être utilisés avec précaution supplémentaire.",32.366494807381756,65.11627906976744,62.7906976744186
Ollama llama3.2,1.0,"Antidepressants should not be used for treating depression in children and are not the first line of treatment in adolescents, among whom they should be used with extra caution.","Les antidépresseurs ne doivent pas être utilisés pour traiter la dépression chez l’enfant et ne sont pas non plus à prescrire en première intention aux adolescents, chez qui ils doivent être utilisés avec une très grande prudence.","Les antidépresseurs ne devraient pas être utilisés pour traiter la dépression chez les enfants et ne constituent pas la première ligne de traitement chez les adolescentes, où ils doivent être utilisés avec prudence supplémentaire.",33.04283273968447,67.46987951807229,67.46987951807229
HF opus-mt,n/a,Different medications and treatments are used for bipolar disorder.,La prise en charge des troubles bipolaires repose sur différents médicaments et traitements.,Différents médicaments et traitements sont utilisés pour le trouble bipolaire.,11.412735515545796,57.14285714285715,42.857142857142854
Ollama llama3.2,0.0,Different medications and treatments are used for bipolar disorder.,La prise en charge des troubles bipolaires repose sur différents médicaments et traitements.,Différentes médicaments et traitements sont utilisés pour le trouble bipolaire.,11.412735515545796,57.14285714285715,42.857142857142854
Ollama llama3.2,0.2,Different medications and treatments are used for bipolar disorder.,La prise en charge des troubles bipolaires repose sur différents médicaments et traitements.,Différentes médicaments et traitements sont utilisés pour le trouble bipolaire.,11.412735515545796,57.14285714285715,42.857142857142854
Ollama llama3.2,0.5,Different medications and treatments are used for bipolar disorder.,La prise en charge des troubles bipolaires repose sur différents médicaments et traitements.,Différents médicaments et traitements sont utilisés pour le trouble bipolaire.,11.412735515545796,57.14285714285715,42.857142857142854
Ollama llama3.2,0.8,Different medications and treatments are used for bipolar disorder.,La prise en charge des troubles bipolaires repose sur différents médicaments et traitements.,Différentes médicaments et traitements sont utilisés pour le trouble bipolaire.,11.412735515545796,57.14285714285715,42.857142857142854
Ollama llama3.2,1.0,Different medications and treatments are used for bipolar disorder.,La prise en charge des troubles bipolaires repose sur différents médicaments et traitements.,Des médicaments et traitements différents sont utilisés pour le trouble bipolaire.,12.12428055266944,62.06896551724138,34.48275862068965
HF opus-mt,n/a,Self-care can play an important role in managing symptoms of depression and promoting overall well-being.,Il peut être important de se prendre en charge soi-même pour soulager les symptômes de la dépression et favoriser le bien-être général.,Les autosoins peuvent jouer un rôle important dans la gestion des symptômes de la dépression et la promotion du bien-être général.,21.282560929074485,53.57142857142857,46.42857142857143
Ollama llama3.2,0.0,Self-care can play an important role in managing symptoms of depression and promoting overall well-being.,Il peut être important de se prendre en charge soi-même pour soulager les symptômes de la dépression et favoriser le bien-être général.,L'auto-soin peut jouer un rôle important dans la gestion des symptômes de la dépression et en favorisant le bien-être global.,19.904361772885366,50.90909090909091,47.27272727272727
Ollama llama3.2,0.2,Self-care can play an important role in managing symptoms of depression and promoting overall well-being.,Il peut être important de se prendre en charge soi-même pour soulager les symptômes de la dépression et favoriser le bien-être général.,Le soin de soi peut jouer un rôle important dans la gestion des symptômes de la dépression et en favorisant le bien-être global.,19.383418023456656,57.14285714285714,46.42857142857143
Ollama llama3.2,0.5,Self-care can play an important role in managing symptoms of depression and promoting overall well-being.,Il peut être important de se prendre en charge soi-même pour soulager les symptômes de la dépression et favoriser le bien-être général.,Le soin de soi peut jouer un rôle important dans le gestion des symptômes de la dépression et favoriser le bien-être global.,32.998954725277905,54.54545454545454,47.27272727272727
Ollama llama3.2,0.8,Self-care can play an important role in managing symptoms of depression and promoting overall well-being.,Il peut être important de se prendre en charge soi-même pour soulager les symptômes de la dépression et favoriser le bien-être général.,La prise en charge de soi peut jouer un rôle important dans la gestion des symptômes de dépression et promouvoir le bien-être global.,7.1053107391720465,57.14285714285714,42.85714285714286
Ollama llama3.2,1.0,Self-care can play an important role in managing symptoms of depression and promoting overall well-being.,Il peut être important de se prendre en charge soi-même pour soulager les symptômes de la dépression et favoriser le bien-être général.,L'auto-soin peut jouer un rôle important dans la gestion des symptômes de dépression et en promouvant le bien-être global.,6.642561135292097,48.148148148148145,40.74074074074074
HF opus-mt,n/a,"If you think you are in immediate danger of harming yourself, contact any available emergency services or a crisis line.","Si vous pensez que vous risquez immédiatement de vous faire du mal, contactez un service d’urgence ou un service téléphonique d’aide par l’écoute.","Si vous pensez être en danger immédiat de vous blesser, contactez les services d'urgence disponibles ou une ligne de crise.",8.779903820024952,43.13725490196078,43.13725490196078
Ollama llama3.2,0.0,"If you think you are in immediate danger of harming yourself, contact any available emergency services or a crisis line.","Si vous pensez que vous risquez immédiatement de vous faire du mal, contactez un service d’urgence ou un service téléphonique d’aide par l’écoute.","Si vous pensez être en danger immédiat de vous faire du mal, contactez les services d'urgence disponibles ou une ligne d'aide en crise.",29.51516238086372,58.18181818181819,58.18181818181819
Ollama llama3.2,0.2,"If you think you are in immediate danger of harming yourself, contact any available emergency services or a crisis line.","Si vous pensez que vous risquez immédiatement de vous faire du mal, contactez un service d’urgence ou un service téléphonique d’aide par l’écoute.","Si vous pensez être en danger immédiat de vous faire du mal, contactez les services d'urgence disponibles ou une ligne d'aide en crise.",29.51516238086372,58.18181818181819,58.18181818181819
Ollama llama3.2,0.5,"If you think you are in immediate danger of harming yourself, contact any available emergency services or a crisis line.","Si vous pensez que vous risquez immédiatement de vous faire du mal, contactez un service d’urgence ou un service téléphonique d’aide par l’écoute.","Si vous pensez être en danger immédiat de vous faire du mal, contactez tout service d'urgence disponible ou une ligne d'aide en crise.",30.11172971082869,58.18181818181819,58.18181818181819
Ollama llama3.2,0.8,"If you think you are in immediate danger of harming yourself, contact any available emergency services or a crisis line.","Si vous pensez que vous risquez immédiatement de vous faire du mal, contactez un service d’urgence ou un service téléphonique d’aide par l’écoute.","Si vous pensez être en danger immédiat de vous faire du mal, contactez les services d'urgence disponibles ou une ligne d'écoute.",29.580528518835376,60.37735849056604,60.37735849056604
Ollama llama3.2,1.0,"If you think you are in immediate danger of harming yourself, contact any available emergency services or a crisis line.","Si vous pensez que vous risquez immédiatement de vous faire du mal, contactez un service d’urgence ou un service téléphonique d’aide par l’écoute.","Si vous pensez être en danger immédiat de vous blesser, contactez tout service d'urgence disponible ou une ligne d'aide en crise.",9.02906562455351,49.056603773584904,49.056603773584904
HF opus-mt,n/a,WHO’s Comprehensive Mental Health Action Plan 2013–2030 highlights the steps required to provide appropriate interventions for people with mental disorders including depression.,"Le Plan d’action global pour la santé mentale 2013-2030 de l’OMS décrit les mesures à prendre pour offrir des interventions appropriées aux personnes atteintes de troubles mentaux, dont la dépression.","Le Plan d'action global pour la santé mentale 2013-2030 de l'OMS souligne les mesures nécessaires pour fournir des interventions appropriées aux personnes souffrant de troubles mentaux, y compris la dépression.",47.73666450993036,81.69014084507043,81.69014084507043
Ollama llama3.2,0.0,WHO’s Comprehensive Mental Health Action Plan 2013–2030 highlights the steps required to provide appropriate interventions for people with mental disorders including depression.,"Le Plan d’action global pour la santé mentale 2013-2030 de l’OMS décrit les mesures à prendre pour offrir des interventions appropriées aux personnes atteintes de troubles mentaux, dont la dépression.","Le plan d'action sur la santé mentale globale de l'OMS (2013-2030) met en évidence les étapes nécessaires pour fournir des interventions appropriées aux personnes souffrant de troubles du comportement, notamment la dépression.",19.888834780881684,71.23287671232877,63.013698630136986
Ollama llama3.2,0.2,WHO’s Comprehensive Mental Health Action Plan 2013–2030 highlights the steps required to provide appropriate interventions for people with mental disorders including depression.,"Le Plan d’action global pour la santé mentale 2013-2030 de l’OMS décrit les mesures à prendre pour offrir des interventions appropriées aux personnes atteintes de troubles mentaux, dont la dépression.","Le plan d'action sur la santé mentale globale de l'OMS (2013-2030) met en évidence les étapes nécessaires pour fournir des interventions appropriées aux personnes souffrant de troubles du système nerveux, notamment la dépression.",19.357987245009316,69.33333333333334,61.33333333333333
Ollama llama3.2,0.5,WHO’s Comprehensive Mental Health Action Plan 2013–2030 highlights the steps required to provide appropriate interventions for people with mental disorders including depression.,"Le Plan d’action global pour la santé mentale 2013-2030 de l’OMS décrit les mesures à prendre pour offrir des interventions appropriées aux personnes atteintes de troubles mentaux, dont la dépression.","Le plan d'action sur la santé mentale globale de l'OMS (2013-2030) met en évidence les étapes nécessaires pour fournir des interventions appropriées aux personnes atteintes de troubles mentaux, y compris la dépression.",34.99358915213153,76.71232876712328,68.4931506849315
Ollama llama3.2,0.8,WHO’s Comprehensive Mental Health Action Plan 2013–2030 highlights the steps required to provide appropriate interventions for people with mental disorders including depression.,"Le Plan d’action global pour la santé mentale 2013-2030 de l’OMS décrit les mesures à prendre pour offrir des interventions appropriées aux personnes atteintes de troubles mentaux, dont la dépression.","Le plan d'action complet sur la santé mentale de l'OMS (2013-2030) met en évidence les étapes nécessaires pour fournir des interventions appropriées aux personnes souffrant de troubles du système nerveux, notamment la dépression.",19.357987245009316,66.66666666666666,61.33333333333333
Ollama llama3.2,1.0,WHO’s Comprehensive Mental Health Action Plan 2013–2030 highlights the steps required to provide appropriate interventions for people with mental disorders including depression.,"Le Plan d’action global pour la santé mentale 2013-2030 de l’OMS décrit les mesures à prendre pour offrir des interventions appropriées aux personnes atteintes de troubles mentaux, dont la dépression.","Le plan d'action pour la santé mentale de l'Organisation mondiale de la santé (OMS) 2013-2030 souligne les étapes nécessaires pour fournir des interventions appropriées aux personnes présentant des troubles du comportement, notamment le dépression.",20.613242702593446,68.42105263157895,57.89473684210527
HF opus-mt,n/a,Depression and self-harm/suicide are among the priority conditions covered by WHO’s Mental Health Gap Action Programme (mhGAP).,"La dépression, l’automutilation et le suicide figurent parmi les problèmes de santé prioritaires couverts par le Programme d’action Combler les lacunes en santé mentale (mhGAP) de l’OMS .",La dépression et l'automutilation font partie des conditions prioritaires couvertes par le Programme d'action sur les lacunes en santé mentale de l'OMS.,17.40484314187856,72.41379310344828,68.96551724137932
Ollama llama3.2,0.0,Depression and self-harm/suicide are among the priority conditions covered by WHO’s Mental Health Gap Action Programme (mhGAP).,"La dépression, l’automutilation et le suicide figurent parmi les problèmes de santé prioritaires couverts par le Programme d’action Combler les lacunes en santé mentale (mhGAP) de l’OMS .",La dépression et les comportements auto-destructeurs/le suicide sont parmi les conditions de priorité couvertes par le programme d'action sur le fossé de santé mentale de l'OMS (mhGAP).,9.557083774398006,68.75,62.5
Ollama llama3.2,0.2,Depression and self-harm/suicide are among the priority conditions covered by WHO’s Mental Health Gap Action Programme (mhGAP).,"La dépression, l’automutilation et le suicide figurent parmi les problèmes de santé prioritaires couverts par le Programme d’action Combler les lacunes en santé mentale (mhGAP) de l’OMS .",La dépression et les comportements auto-destructeurs/le suicide sont parmi les conditions de priorité couvertes par le programme d'action sur le vide en santé mentale de l'OMS (mhGAP).,11.520018215421578,71.875,65.625
Ollama llama3.2,0.5,Depression and self-harm/suicide are among the priority conditions covered by WHO’s Mental Health Gap Action Programme (mhGAP).,"La dépression, l’automutilation et le suicide figurent parmi les problèmes de santé prioritaires couverts par le Programme d’action Combler les lacunes en santé mentale (mhGAP) de l’OMS .",La dépression et les comportements auto-destructeurs/suicides sont parmi les conditions de priorité couvertes par le programme d'action sur la lacune en matière de santé mentale de l'OMS (MHGAP).,5.648892151960283,69.6969696969697,63.63636363636363
Ollama llama3.2,0.8,Depression and self-harm/suicide are among the priority conditions covered by WHO’s Mental Health Gap Action Programme (mhGAP).,"La dépression, l’automutilation et le suicide figurent parmi les problèmes de santé prioritaires couverts par le Programme d’action Combler les lacunes en santé mentale (mhGAP) de l’OMS .",La dépression et les comportements auto-destructeurs/suicides font partie des conditions de priorité couvertes par le programme d'action sur le fossé de la santé mentale de l'OMS (MH GAP).,4.808427908455976,58.46153846153847,52.307692307692314
Ollama llama3.2,1.0,Depression and self-harm/suicide are among the priority conditions covered by WHO’s Mental Health Gap Action Programme (mhGAP).,"La dépression, l’automutilation et le suicide figurent parmi les problèmes de santé prioritaires couverts par le Programme d’action Combler les lacunes en santé mentale (mhGAP) de l’OMS .",La dépression et les dommages auto-infligés ou le suicide sont parmi les principales conditions d'urgence couvertes par le programme d'action du Manque en Santé Mentale de l'OMS (mhGAP).,8.928953574702554,66.66666666666667,60.60606060606061
HF opus-mt,n/a,"The Programme aims to help countries increase services for people with mental, neurological and substance use disorders through care provided by health workers who are not specialists in mental health.","Ce programme a pour but d’aider les pays à élargir les services destinés aux personnes atteintes de troubles mentaux, neurologiques ou liés à l’utilisation de substances psychoactives, moyennant des soins dispensés par des soignants qui ne sont pas spécialisés en santé mentale.","Le programme vise à aider les pays à accroître les services destinés aux personnes atteintes de troubles mentaux, neurologiques et de toxicomanie par le biais de soins dispensés par des agents de santé qui ne sont pas des spécialistes de la santé mentale.",39.49426892921769,63.04347826086957,60.8695652173913
Ollama llama3.2,0.0,"The Programme aims to help countries increase services for people with mental, neurological and substance use disorders through care provided by health workers who are not specialists in mental health.","Ce programme a pour but d’aider les pays à élargir les services destinés aux personnes atteintes de troubles mentaux, neurologiques ou liés à l’utilisation de substances psychoactives, moyennant des soins dispensés par des soignants qui ne sont pas spécialisés en santé mentale.","Le programme vise à aider les pays à augmenter les services pour les personnes souffrant de troubles mentaux, neurologiques et d'abus de substances, grâce aux soins fournis par des travailleurs en santé qui ne sont pas spécialistes de la santé mentale.",22.4940801874771,62.92134831460674,51.68539325842697
Ollama llama3.2,0.2,"The Programme aims to help countries increase services for people with mental, neurological and substance use disorders through care provided by health workers who are not specialists in mental health.","Ce programme a pour but d’aider les pays à élargir les services destinés aux personnes atteintes de troubles mentaux, neurologiques ou liés à l’utilisation de substances psychoactives, moyennant des soins dispensés par des soignants qui ne sont pas spécialisés en santé mentale.","Le programme vise à aider les pays à augmenter les services pour les personnes souffrant de troubles mentaux, neurologiques et d'abus de substances grâce aux soins fournis par des travailleurs en santé qui ne sont pas des spécialistes de la santé mentale.",22.4940801874771,64.44444444444444,51.11111111111111
Ollama llama3.2,0.5,"The Programme aims to help countries increase services for people with mental, neurological and substance use disorders through care provided by health workers who are not specialists in mental health.","Ce programme a pour but d’aider les pays à élargir les services destinés aux personnes atteintes de troubles mentaux, neurologiques ou liés à l’utilisation de substances psychoactives, moyennant des soins dispensés par des soignants qui ne sont pas spécialisés en santé mentale.","Le programme vise à aider les pays à augmenter les services pour les personnes souffrant de troubles mentaux, neurologiques et d'utilisation de substances, grâce à un soin apporté par des travailleurs en santé qui ne sont pas spécialistes du domaine mental.",20.32068774702613,63.63636363636363,52.27272727272727
Ollama llama3.2,0.8,"The Programme aims to help countries increase services for people with mental, neurological and substance use disorders through care provided by health workers who are not specialists in mental health.","Ce programme a pour but d’aider les pays à élargir les services destinés aux personnes atteintes de troubles mentaux, neurologiques ou liés à l’utilisation de substances psychoactives, moyennant des soins dispensés par des soignants qui ne sont pas spécialisés en santé mentale.",Le programme vise à aider les pays à renforcer leurs services aux personnes atteintes de troubles du système nerveux et des troubles d'abus de substances en fournissant une soins par les travailleurs de santé qui ne sont pas spécialistes de la santé mentale.,20.498696170974938,54.94505494505494,46.15384615384615
Ollama llama3.2,1.0,"The Programme aims to help countries increase services for people with mental, neurological and substance use disorders through care provided by health workers who are not specialists in mental health.","Ce programme a pour but d’aider les pays à élargir les services destinés aux personnes atteintes de troubles mentaux, neurologiques ou liés à l’utilisation de substances psychoactives, moyennant des soins dispensés par des soignants qui ne sont pas spécialisés en santé mentale.",Le programme vise à aider les pays à augmenter les services pour les personnes présentant des troubles du système nerveux et de l'abus de substances par le biais de soins fournies par des travailleurs de santé qui ne sont pas spécialistes en santé mentale.,16.652806640820362,53.76344086021505,47.31182795698924
HF opus-mt,n/a,WHO has developed brief psychological intervention manuals for depression that may be delivered by lay therapists to individuals and groups.,L’OMS a élaboré de brefs manuels présentant les interventions psychologiques pouvant être dispensées par des thérapeutes non professionnels aux individus et aux groupes en cas de dépression.,L'OMS a élaboré de brefs manuels d'intervention psychologique pour la dépression qui peuvent être fournis par des laïcs à des individus et à des groupes.,17.597099384319993,57.627118644067785,50.847457627118644
Ollama llama3.2,0.0,WHO has developed brief psychological intervention manuals for depression that may be delivered by lay therapists to individuals and groups.,L’OMS a élaboré de brefs manuels présentant les interventions psychologiques pouvant être dispensées par des thérapeutes non professionnels aux individus et aux groupes en cas de dépression.,L'Organisation mondiale de la santé a développé des manuels d'intervention psychologique brève pour la dépression qui peuvent être dispensés par les thérapeutes non médicaux aux individus et en groupe.,7.647779668764416,60.86956521739131,43.47826086956522
Ollama llama3.2,0.2,WHO has developed brief psychological intervention manuals for depression that may be delivered by lay therapists to individuals and groups.,L’OMS a élaboré de brefs manuels présentant les interventions psychologiques pouvant être dispensées par des thérapeutes non professionnels aux individus et aux groupes en cas de dépression.,L'OMS a développé des manuels d'intervention psychologique brève pour la dépression pouvant être dispensés par les thérapeutes non médicaux aux individus et en groupe.,8.842794532488815,68.75,53.125
Ollama llama3.2,0.5,WHO has developed brief psychological intervention manuals for depression that may be delivered by lay therapists to individuals and groups.,L’OMS a élaboré de brefs manuels présentant les interventions psychologiques pouvant être dispensées par des thérapeutes non professionnels aux individus et aux groupes en cas de dépression.,L'OMS a développé des manuels d'intervention psychologique brève pour la dépression pouvant être dispensés par les thérapeutes non spécialisés aux individus et en groupes.,8.986626974320286,67.6923076923077,52.307692307692314
Ollama llama3.2,0.8,WHO has developed brief psychological intervention manuals for depression that may be delivered by lay therapists to individuals and groups.,L’OMS a élaboré de brefs manuels présentant les interventions psychologiques pouvant être dispensées par des thérapeutes non professionnels aux individus et aux groupes en cas de dépression.,"L'Organisation mondiale de la santé (OMS) a développé des manuels d'intervention psychologique courtes pour la dépression, pouvant être dispensés par les thérapeutes non professionnels aux individus et aux groupes.",25.753379048739852,71.64179104477611,56.71641791044776
Ollama llama3.2,1.0,WHO has developed brief psychological intervention manuals for depression that may be delivered by lay therapists to individuals and groups.,L’OMS a élaboré de brefs manuels présentant les interventions psychologiques pouvant être dispensées par des thérapeutes non professionnels aux individus et aux groupes en cas de dépression.,L'OMS a développé des manuels d'intervention psychologique brève pour la dépression pouvant être dispensés par les thérapeutes de formation non médicale aux individus et en groupes.,8.500177088170501,69.6969696969697,51.515151515151516
HF opus-mt,n/a,"An example is the Problem Management Plus (PM+) manual , which describes the use of behavioural activation, stress management, problem solving treatment and strengthening social support.","Le manuel Gestion des problèmes Plus , par exemple, décrit l’utilisation de l’activation comportementale, de la gestion du stress, de la thérapie par la résolution des problèmes et du renforcement du soutien social.","Un exemple est le manuel de gestion des problèmes plus (PM+), qui décrit l'utilisation de l'activation comportementale, la gestion du stress, le traitement de résolution des problèmes et le renforcement du soutien social.",27.746509595676784,82.05128205128204,76.92307692307693
Ollama llama3.2,0.0,"An example is the Problem Management Plus (PM+) manual , which describes the use of behavioural activation, stress management, problem solving treatment and strengthening social support.","Le manuel Gestion des problèmes Plus , par exemple, décrit l’utilisation de l’activation comportementale, de la gestion du stress, de la thérapie par la résolution des problèmes et du renforcement du soutien social.","Un exemple est le manuel du Problem Management Plus (PM+), qui décrit l'utilisation de l'activation comportementale, la gestion du stress, le traitement de la résolution des problèmes et la renforcement du soutien social.",30.767790241055675,77.92207792207793,70.12987012987013
Ollama llama3.2,0.2,"An example is the Problem Management Plus (PM+) manual , which describes the use of behavioural activation, stress management, problem solving treatment and strengthening social support.","Le manuel Gestion des problèmes Plus , par exemple, décrit l’utilisation de l’activation comportementale, de la gestion du stress, de la thérapie par la résolution des problèmes et du renforcement du soutien social.","Un exemple est le manuel du Problem Management Plus (PM+), qui décrit l'utilisation de l'activation comportementale, la gestion du stress, le traitement de la résolution des problèmes et la renforcement du soutien social.",30.767790241055675,77.92207792207793,70.12987012987013
Ollama llama3.2,0.5,"An example is the Problem Management Plus (PM+) manual , which describes the use of behavioural activation, stress management, problem solving treatment and strengthening social support.","Le manuel Gestion des problèmes Plus , par exemple, décrit l’utilisation de l’activation comportementale, de la gestion du stress, de la thérapie par la résolution des problèmes et du renforcement du soutien social.","Un exemple est le manuel du Problem Management Plus (PM+), qui décrit l'utilisation de la Activation comportementale, de la gestion du stress, de la traitement de la résolution des problèmes et de renforcement du soutien social.",39.30456128641061,75.94936708860762,70.8860759493671
Ollama llama3.2,0.8,"An example is the Problem Management Plus (PM+) manual , which describes the use of behavioural activation, stress management, problem solving treatment and strengthening social support.","Le manuel Gestion des problèmes Plus , par exemple, décrit l’utilisation de l’activation comportementale, de la gestion du stress, de la thérapie par la résolution des problèmes et du renforcement du soutien social.","Un exemple est le manuel du gestionnement des problèmes plus (PM+), qui décrit l'utilisation de la activité comportementale, la gestion du stress, le traitement de la résolution de problèmes et la renforcement du soutien social.",24.10662011086467,78.48101265822785,68.35443037974683
Ollama llama3.2,1.0,"An example is the Problem Management Plus (PM+) manual , which describes the use of behavioural activation, stress management, problem solving treatment and strengthening social support.","Le manuel Gestion des problèmes Plus , par exemple, décrit l’utilisation de l’activation comportementale, de la gestion du stress, de la thérapie par la résolution des problèmes et du renforcement du soutien social.","Un exemple est le manuel de gestion du problème plus (PM+), qui décrit l'utilisation d'activation comportementale, de gestion du stress, de traitement par résolution des problèmes et de renforcement du soutien social.",29.040471938315555,77.92207792207793,70.12987012987013
HF opus-mt,n/a,"Moreover, the Group Interpersonal Therapy for Depression manual describes group treatment of depression.","Par ailleurs, le manuel Thérapie interpersonnelle (‎TIP)‎ de groupe pour la dépression décrit la thérapie de groupe utilisée pour soigner la dépression.","De plus, le manuel de thérapie interpersonnelle de groupe pour la dépression décrit le traitement de groupe de la dépression.",28.51270610154952,69.23076923076924,69.23076923076924
Ollama llama3.2,0.0,"Moreover, the Group Interpersonal Therapy for Depression manual describes group treatment of depression.","Par ailleurs, le manuel Thérapie interpersonnelle (‎TIP)‎ de groupe pour la dépression décrit la thérapie de groupe utilisée pour soigner la dépression.","De plus, le manuel de groupe de thérapie interpersonnelle pour la dépression décrit un traitement en groupe de la dépression.",18.514321709088435,69.23076923076924,57.6923076923077
Ollama llama3.2,0.2,"Moreover, the Group Interpersonal Therapy for Depression manual describes group treatment of depression.","Par ailleurs, le manuel Thérapie interpersonnelle (‎TIP)‎ de groupe pour la dépression décrit la thérapie de groupe utilisée pour soigner la dépression.","De plus, le manuel de groupe de thérapie interpersonnelle pour la dépression décrit un traitement en groupe de la dépression.",18.514321709088435,69.23076923076924,57.6923076923077
Ollama llama3.2,0.5,"Moreover, the Group Interpersonal Therapy for Depression manual describes group treatment of depression.","Par ailleurs, le manuel Thérapie interpersonnelle (‎TIP)‎ de groupe pour la dépression décrit la thérapie de groupe utilisée pour soigner la dépression.","De plus, le manuel de groupe d'interthérapie interpersonnelle pour la dépression décrit un traitement en groupe de la dépression.",18.06788520301267,65.38461538461539,53.84615384615385
Ollama llama3.2,0.8,"Moreover, the Group Interpersonal Therapy for Depression manual describes group treatment of depression.","Par ailleurs, le manuel Thérapie interpersonnelle (‎TIP)‎ de groupe pour la dépression décrit la thérapie de groupe utilisée pour soigner la dépression.","De plus, le manuel du groupe de thérapie interpersonnelle pour la dépression décrit un traitement en groupe de la dépression.",17.906463389221063,69.23076923076924,57.6923076923077
Ollama llama3.2,1.0,"Moreover, the Group Interpersonal Therapy for Depression manual describes group treatment of depression.","Par ailleurs, le manuel Thérapie interpersonnelle (‎TIP)‎ de groupe pour la dépression décrit la thérapie de groupe utilisée pour soigner la dépression.","De plus, le manuel du groupe thérapie interpersonnelle pour la dépression décrit un traitement en groupe de la dépression.",17.474684192701357,70.58823529411765,58.82352941176471
HF opus-mt,n/a,"Finally, the Thinking Healthy manual covers the use of cognitive-behavioural therapy for perinatal depression. 1. 2021 Global Burden of Disease (GBD) [online database].","Enfin, le manuel Penser sain couvre l’utilisation de la thérapie cognitivo-comportementale pour la dépression périnatale.","Enfin, le manuel Thinking Healthy traite de l'utilisation de la thérapie cognitive-comportementale pour la dépression périnatale. 1. 2021 Global Burden of Disease (GBD) [base de données en ligne].",19.256759861669575,59.25925925925927,59.25925925925927
Ollama llama3.2,0.0,"Finally, the Thinking Healthy manual covers the use of cognitive-behavioural therapy for perinatal depression. 1. 2021 Global Burden of Disease (GBD) [online database].","Enfin, le manuel Penser sain couvre l’utilisation de la thérapie cognitivo-comportementale pour la dépression périnatale.","Enfin, le manuel ""Thinking Healthy"" couvre l'utilisation de la thérapie cognitivo-comportementale pour la dépression perinatale.",45.80519369844352,82.05128205128204,82.05128205128204
Ollama llama3.2,0.2,"Finally, the Thinking Healthy manual covers the use of cognitive-behavioural therapy for perinatal depression. 1. 2021 Global Burden of Disease (GBD) [online database].","Enfin, le manuel Penser sain couvre l’utilisation de la thérapie cognitivo-comportementale pour la dépression périnatale.","Enfin, le manuel Thinking Healthy couvre l'utilisation de la thérapie cognitivo-comportementale pour la dépression perinatale.",51.74476594166613,82.05128205128204,82.05128205128204
Ollama llama3.2,0.5,"Finally, the Thinking Healthy manual covers the use of cognitive-behavioural therapy for perinatal depression. 1. 2021 Global Burden of Disease (GBD) [online database].","Enfin, le manuel Penser sain couvre l’utilisation de la thérapie cognitivo-comportementale pour la dépression périnatale.","Enfin, le manuel ""Thinking Healthy"" aborde l'utilisation de la thérapie cognitivo-comportementale pour la dépression perinatale.",44.89771072202119,76.92307692307692,76.92307692307692
Ollama llama3.2,0.8,"Finally, the Thinking Healthy manual covers the use of cognitive-behavioural therapy for perinatal depression. 1. 2021 Global Burden of Disease (GBD) [online database].","Enfin, le manuel Penser sain couvre l’utilisation de la thérapie cognitivo-comportementale pour la dépression périnatale.","Enfin, le manuel Thinking Healthy couvre l'utilisation de la thérapie cognitivo-comportementale pour la dépression perinatale.",51.74476594166613,82.05128205128204,82.05128205128204
